trip_id,trip_date,pickup_hour,vehicle_type,zone,trip_distance_km,trip_duration_min,passenger_count,base_fare,tip_amount,total_fare,payment_type,weather,traffic_level,delay_minutes,is_delayed
TRIP-00212,2024-10-14,23,Bus,Downtown,15.23,43.7,14,19.99,0.52,20.51,Card,Clear,Medium,11.1,1
TRIP-00213,2024-07-31,11,Taxi,Coastal,5.34,24.6,2,24.57,1.02,25.59,Cash,Rain,Low,2.3,0
TRIP-00214,2024-03-01,21,RideShare,Coastal,4.84,36.0,2,17.86,3.58,21.43,Card,Rain,High,7.5,1
TRIP-00215,2024-12-01,1,Metro,Airport,15.26,68.1,1,18.85,2.7,21.56,Card,Clear,High,0.0,0
TRIP-00216,2024-05-20,11,Metro,Airport,8.47,40.4,2,10.67,1.67,12.34,Card,Clear,Medium,5.1,1
TRIP-00217,2024-09-24,22,Taxi,Airport,11.17,52.1,3,64.72,3.62,68.34,Card,Clear,High,1.6,0
TRIP-00218,2024-09-28,20,Taxi,Downtown,6.08,16.4,3,25.89,0.63,26.52,Cash,Fog,Medium,8.6,1
TRIP-00219,2024-09-19,22,RideShare,Downtown,12.33,75.7,3,50.43,1.58,52.0,Cash,Clear,High,7.0,1
TRIP-00220,2024-12-23,8,Bus,Downtown,14.83,61.6,32,15.61,0.03,15.64,Card,Clear,High,5.5,1
TRIP-00221,2024-08-19,13,Taxi,Downtown,14.27,30.3,2,66.58,3.53,70.12,Mobile,Clear,Low,0.1,0
TRIP-00222,2024-09-15,4,Bus,Suburb,11.32,47.1,40,11.86,4.94,16.8,Card,Rain,High,5.9,1
TRIP-00223,2024-11-25,1,Metro,Downtown,12.47,58.5,4,12.04,2.79,14.82,Card,Rain,Medium,7.0,1
TRIP-00224,2024-09-07,8,RideShare,Downtown,8.86,33.6,3,35.95,2.53,38.48,Card,Clear,High,10.7,1
TRIP-00225,2024-01-16,17,Taxi,Suburb,7.03,39.0,1,24.8,0.95,25.75,Card,Clear,High,0.1,0
TRIP-00226,2024-03-26,19,RideShare,Airport,18.92,111.4,3,90.77,1.53,92.3,Card,Clear,High,0.0,0
TRIP-00227,2024-09-22,4,Taxi,Downtown,3.53,21.8,3,14.74,3.04,17.78,Card,Clear,High,0.7,0
TRIP-00228,2024-09-04,1,Bus,Downtown,10.79,76.3,18,12.06,1.61,13.67,Cash,Rain,High,7.9,1
TRIP-00229,2024-04-15,22,Metro,Downtown,16.48,39.6,2,17.86,1.83,19.69,Cash,Clear,Low,2.5,0
TRIP-00230,2024-12-15,21,Taxi,Downtown,6.94,30.4,3,33.9,0.08,33.98,Card,Fog,Medium,14.0,1
TRIP-00231,2024-02-18,2,Taxi,Industrial,3.75,17.5,3,13.26,3.72,16.98,Card,Rain,Low,4.9,0
TRIP-00232,2024-01-20,21,Bus,Coastal,12.47,50.1,6,14.67,3.1,17.77,Mobile,Heat,High,1.5,0
TRIP-00233,2024-11-05,20,RideShare,Airport,7.49,35.9,2,39.25,4.89,44.14,Card,Clear,Medium,0.4,0
TRIP-00234,2024-05-09,2,Bus,Airport,21.98,90.4,13,32.01,4.81,36.82,Card,Clear,Medium,4.1,0
TRIP-00235,2024-07-01,14,RideShare,Industrial,10.14,42.3,1,30.03,2.66,32.69,Mobile,Clear,Low,3.9,0
TRIP-00236,2024-03-27,9,RideShare,Suburb,21.17,66.9,2,69.94,2.39,72.33,Card,Heat,Medium,0.2,0
TRIP-00237,2024-06-16,9,Bus,Downtown,14.31,44.9,17,16.52,3.61,20.13,Mobile,Rain,Medium,3.2,0
TRIP-00238,2024-02-15,19,Metro,Downtown,15.09,109.4,4,13.49,0.53,14.02,Cash,Rain,High,21.0,1
TRIP-00239,2024-09-19,9,Taxi,Airport,7.64,34.8,1,44.6,2.86,47.46,Card,Rain,High,3.3,0
TRIP-00240,2024-04-26,23,Taxi,Suburb,5.77,26.3,3,23.86,3.79,27.65,Card,Clear,Medium,0.1,0
TRIP-00241,2024-07-24,2,RideShare,Downtown,14.64,60.1,1,57.23,3.2,60.43,Card,Rain,High,5.3,1
TRIP-00242,2024-08-03,19,Metro,Downtown,10.7,36.2,1,10.55,0.85,11.4,Cash,Fog,Low,7.1,1
TRIP-00243,2024-04-03,12,Taxi,Airport,1.44,5.0,1,9.49,2.64,12.13,Card,Clear,Low,0.2,0
TRIP-00244,2024-05-14,3,Bus,Downtown,26.69,120.0,40,31.15,4.69,35.84,Card,Heat,Medium,0.7,0
TRIP-00245,2024-04-11,0,Metro,Suburb,12.14,43.3,2,11.24,0.16,11.4,Card,Heat,Medium,1.3,0
TRIP-00246,2024-09-12,7,RideShare,Suburb,7.65,27.2,3,26.96,2.82,29.78,Mobile,Heat,Low,0.3,0
TRIP-00247,2024-10-13,18,Metro,Suburb,10.71,35.3,3,6.83,1.09,7.92,Cash,Fog,Low,5.0,0
TRIP-00248,2024-08-07,8,Bus,Downtown,20.5,55.5,28,22.79,3.82,26.61,Card,Clear,Medium,0.9,0
TRIP-00249,2024-03-23,10,Bus,Downtown,44.86,120.0,43,51.86,1.68,53.53,Cash,Rain,Low,10.5,1
TRIP-00250,2024-02-12,6,Bus,Industrial,15.56,64.0,24,13.77,3.42,17.19,Mobile,Clear,Medium,0.8,0
TRIP-00251,2024-02-26,5,Metro,Suburb,17.97,95.9,4,12.67,3.85,16.52,Mobile,Fog,Medium,8.9,1
TRIP-00252,2024-03-01,11,RideShare,Downtown,24.72,86.5,1,99.51,0.52,100.03,Mobile,Clear,High,13.9,1
TRIP-00253,2024-01-20,18,Bus,Downtown,29.99,74.1,41,34.84,2.35,37.19,Mobile,Heat,Medium,0.2,0
TRIP-00254,2024-02-29,13,Taxi,Industrial,12.12,41.7,1,42.67,1.56,44.23,Card,Clear,Low,1.0,0
TRIP-00255,2024-06-20,2,Taxi,Industrial,14.9,46.5,1,53.74,3.49,57.23,Card,Clear,Low,0.2,0
TRIP-00256,2024-07-31,15,Metro,Coastal,10.68,36.8,3,8.85,0.9,9.75,Card,Clear,Low,2.0,0
TRIP-00257,2024-05-24,14,RideShare,Suburb,24.04,105.3,2,77.9,3.43,81.34,Mobile,Rain,High,3.7,0
TRIP-00258,2024-12-13,3,Taxi,Airport,14.19,61.7,2,81.41,0.55,81.96,Card,Clear,Medium,0.1,0
TRIP-00259,2024-11-09,15,Taxi,Airport,5.43,16.4,1,35.45,2.86,38.32,Card,Clear,Low,3.9,0
TRIP-00260,2024-07-17,2,Bus,Downtown,17.01,91.0,30,21.15,2.87,24.02,Mobile,Clear,High,3.6,0
TRIP-00261,2024-05-27,17,Taxi,Suburb,5.68,20.8,3,19.12,1.32,20.44,Mobile,Clear,High,3.8,0
TRIP-00262,2024-10-18,17,RideShare,Suburb,21.57,47.5,1,70.92,3.56,74.48,Mobile,Heat,Low,0.6,0
TRIP-00263,2024-02-15,3,Taxi,Downtown,3.05,8.6,2,14.53,0.6,15.13,Cash,Clear,Low,0.2,0
TRIP-00264,2024-07-11,23,Taxi,Coastal,4.96,22.2,1,22.63,2.67,25.3,Card,Clear,High,8.2,1
TRIP-00265,2024-10-29,5,RideShare,Airport,8.77,29.1,1,42.45,0.76,43.22,Card,Clear,Medium,2.5,0
TRIP-00266,2024-06-30,11,Taxi,Downtown,8.52,32.5,2,40.68,0.95,41.63,Card,Clear,High,0.7,0
TRIP-00267,2024-07-27,9,Taxi,Airport,10.29,31.6,1,57.95,1.2,59.15,Card,Clear,Low,0.8,0
TRIP-00268,2024-10-30,19,Taxi,Coastal,3.42,16.2,1,15.54,3.66,19.19,Card,Clear,High,0.9,0
TRIP-00269,2024-12-28,6,Taxi,Coastal,7.83,20.7,3,34.82,1.64,36.46,Mobile,Clear,Low,0.8,0
TRIP-00270,2024-04-01,2,Taxi,Suburb,2.5,7.7,1,9.61,1.04,10.65,Card,Clear,Medium,0.0,0
TRIP-00271,2024-06-13,18,Taxi,Coastal,5.87,29.0,2,25.39,4.89,30.28,Card,Clear,High,7.9,1
TRIP-00272,2024-02-24,5,Taxi,Coastal,7.11,19.8,3,33.02,0.7,33.73,Mobile,Fog,Medium,6.8,1
TRIP-00273,2024-07-30,13,Taxi,Industrial,6.53,13.6,2,25.37,1.9,27.27,Card,Clear,Low,0.5,0
TRIP-00274,2024-02-08,22,Bus,Coastal,5.23,18.0,27,8.93,2.92,11.86,Card,Rain,Low,6.4,1
TRIP-00275,2024-02-23,2,Metro,Airport,10.98,40.3,2,13.54,1.68,15.22,Cash,Rain,High,8.8,1
TRIP-00276,2024-08-13,20,Bus,Industrial,19.68,77.0,7,18.74,1.34,20.08,Cash,Heat,Low,0.0,0
TRIP-00277,2024-04-02,5,Taxi,Suburb,8.01,29.9,3,30.72,4.77,35.49,Card,Clear,Medium,2.4,0
TRIP-00278,2024-03-21,10,Bus,Industrial,14.48,35.5,22,12.36,3.93,16.29,Card,Fog,Low,4.8,0
TRIP-00279,2024-11-22,11,RideShare,Downtown,8.15,23.5,1,33.61,0.51,34.12,Cash,Heat,Low,7.8,1
TRIP-00280,2024-02-05,23,RideShare,Industrial,7.54,26.0,1,22.68,0.19,22.87,Mobile,Heat,High,2.9,0
TRIP-00281,2024-07-06,10,Taxi,Coastal,7.27,35.8,1,32.94,0.32,33.26,Card,Fog,Low,8.6,1
TRIP-00282,2024-11-26,19,Taxi,Airport,6.18,18.6,1,33.29,0.84,34.12,Mobile,Clear,Medium,3.6,0
TRIP-00283,2024-03-21,0,Taxi,Coastal,5.43,18.2,2,24.82,0.33,25.15,Card,Heat,Medium,4.0,0
TRIP-00284,2024-01-03,11,Taxi,Airport,5.01,23.0,2,30.32,2.29,32.61,Mobile,Fog,Low,10.3,1
TRIP-00285,2024-07-16,11,Bus,Downtown,7.07,19.5,35,7.59,0.23,7.82,Cash,Clear,Medium,4.7,0
TRIP-00286,2024-09-05,5,Bus,Downtown,9.32,25.5,20,10.64,1.62,12.26,Cash,Clear,Medium,0.6,0
TRIP-00287,2024-12-15,21,Taxi,Industrial,13.96,85.1,1,49.18,2.88,52.05,Mobile,Heat,High,0.6,0
TRIP-00288,2024-10-07,9,Bus,Suburb,7.62,36.9,26,6.87,2.18,9.05,Mobile,Clear,High,0.6,0
TRIP-00289,2024-03-31,15,Bus,Airport,16.21,75.3,28,26.12,2.56,28.69,Card,Fog,High,10.1,1
TRIP-00290,2024-07-27,13,Taxi,Suburb,3.48,9.1,2,13.38,1.79,15.16,Cash,Clear,Medium,5.6,1
TRIP-00291,2024-09-17,11,RideShare,Airport,10.2,67.5,1,48.21,3.14,51.34,Card,Rain,High,10.5,1
TRIP-00292,2024-12-15,4,Taxi,Airport,8.57,23.4,2,47.41,2.75,50.15,Mobile,Clear,Medium,0.3,0
TRIP-00293,2024-09-11,12,RideShare,Coastal,10.24,40.9,1,35.7,0.72,36.42,Mobile,Rain,Medium,3.2,0
TRIP-00294,2024-11-17,5,Taxi,Suburb,3.43,8.3,2,11.87,1.88,13.75,Card,Clear,Low,4.5,0
TRIP-00295,2024-01-12,19,RideShare,Industrial,9.87,29.6,2,28.39,0.5,28.89,Cash,Heat,Low,5.1,1
TRIP-00296,2024-11-12,9,RideShare,Suburb,3.35,7.3,2,9.09,0.2,9.29,Card,Clear,Low,1.4,0
TRIP-00297,2024-07-04,5,RideShare,Coastal,6.23,12.5,3,22.99,3.98,26.96,Card,Clear,Low,4.0,0
TRIP-00298,2024-11-17,6,RideShare,Downtown,14.86,74.2,2,57.29,2.51,59.8,Card,Clear,High,3.1,0
TRIP-00299,2024-10-19,8,Metro,Downtown,15.91,79.0,2,15.57,0.99,16.56,Card,Clear,High,0.9,0
TRIP-00300,2024-08-28,8,Metro,Downtown,14.14,36.0,5,14.6,1.31,15.9,Mobile,Heat,Low,0.2,0
TRIP-00301,2024-12-01,13,Metro,Suburb,11.73,43.0,5,10.0,1.65,11.64,Card,Clear,High,4.5,0
TRIP-00302,2024-02-08,21,Taxi,Suburb,12.65,53.2,3,48.17,1.08,49.25,Card,Clear,Medium,0.3,0
TRIP-00303,2024-01-03,5,Bus,Industrial,10.89,43.9,42,6.42,3.32,9.74,Card,Fog,Medium,7.5,1
TRIP-00304,2024-04-15,15,Bus,Airport,13.68,69.6,27,19.61,2.32,21.93,Card,Clear,High,3.4,0
TRIP-00305,2024-11-12,23,RideShare,Downtown,9.01,26.4,2,37.6,1.25,38.85,Mobile,Clear,Medium,3.6,0
TRIP-00306,2024-10-26,15,Bus,Suburb,16.34,70.0,37,19.38,2.34,21.72,Card,Rain,Medium,4.1,0
TRIP-00307,2024-02-28,7,Bus,Coastal,24.92,73.7,6,29.99,3.26,33.25,Card,Clear,Low,2.2,0
TRIP-00308,2024-08-02,19,Metro,Downtown,14.53,45.7,4,14.47,1.89,16.36,Cash,Fog,Low,8.3,1
TRIP-00309,2024-06-06,11,Taxi,Downtown,4.24,23.9,2,18.33,2.31,20.64,Card,Rain,High,4.8,0
TRIP-00310,2024-03-16,13,Taxi,Downtown,7.9,16.9,1,38.36,1.86,40.22,Cash,Clear,Low,10.6,1
TRIP-00311,2024-03-12,16,Bus,Airport,26.55,69.5,40,39.2,1.73,40.93,Cash,Rain,Low,1.7,0
TRIP-00312,2024-11-11,11,Bus,Downtown,13.76,43.6,14,16.28,0.88,17.15,Card,Heat,Low,5.0,0
TRIP-00313,2024-03-25,23,Taxi,Airport,6.39,19.2,2,37.98,3.86,41.84,Card,Clear,Medium,2.7,0
TRIP-00314,2024-08-20,5,Bus,Suburb,12.2,60.3,27,7.46,2.27,9.73,Mobile,Rain,Medium,2.7,0
TRIP-00315,2024-11-17,13,Bus,Airport,11.29,41.3,14,16.66,1.19,17.85,Card,Clear,High,10.2,1
TRIP-00316,2024-03-13,23,Taxi,Airport,8.58,21.9,1,46.42,2.15,48.57,Mobile,Clear,Medium,4.1,0
TRIP-00317,2024-02-17,4,Bus,Downtown,7.89,29.1,28,10.38,3.12,13.5,Card,Rain,High,5.5,1
TRIP-00318,2024-10-06,17,Metro,Coastal,12.13,52.5,2,13.89,2.11,16.0,Card,Clear,Medium,0.3,0
TRIP-00319,2024-11-27,3,Taxi,Airport,1.84,8.2,3,11.16,2.23,13.4,Mobile,Clear,Medium,5.7,1
TRIP-00320,2024-02-25,16,RideShare,Airport,3.44,14.1,1,19.68,1.95,21.63,Card,Clear,Low,1.7,0
TRIP-00321,2024-08-01,18,RideShare,Downtown,18.91,88.2,1,75.21,3.93,79.14,Mobile,Rain,Low,3.8,0
TRIP-00322,2024-05-18,8,Bus,Suburb,29.9,120.0,20,31.77,3.75,35.52,Card,Rain,High,1.9,0
TRIP-00323,2024-03-22,4,Taxi,Coastal,4.92,31.4,1,19.31,2.34,21.64,Card,Clear,High,9.8,1
TRIP-00324,2024-07-12,4,Bus,Downtown,20.86,67.5,18,25.56,2.35,27.92,Card,Clear,Medium,0.0,0
TRIP-00325,2024-12-02,20,RideShare,Downtown,11.71,64.9,3,44.37,0.56,44.93,Card,Heat,High,5.7,1
TRIP-00326,2024-06-02,16,Metro,Downtown,10.42,32.5,4,10.89,1.09,11.98,Cash,Clear,High,2.7,0
TRIP-00327,2024-11-02,23,RideShare,Suburb,6.49,26.0,2,20.53,1.73,22.26,Card,Clear,Low,2.6,0
TRIP-00328,2024-11-30,10,Bus,Coastal,26.15,67.4,31,29.91,1.38,31.29,Cash,Clear,Medium,0.8,0
TRIP-00329,2024-10-21,8,Metro,Airport,8.46,52.2,1,9.96,2.05,12.01,Card,Rain,High,10.6,1
TRIP-00330,2024-02-25,14,Taxi,Airport,3.38,13.9,2,20.75,0.64,21.39,Mobile,Clear,High,0.1,0
TRIP-00331,2024-05-10,22,Metro,Industrial,16.4,66.0,3,12.84,2.63,15.47,Card,Fog,Low,12.5,1
TRIP-00332,2024-07-23,2,Taxi,Industrial,12.7,56.0,2,45.63,1.21,46.84,Mobile,Rain,Low,2.4,0
TRIP-00333,2024-07-29,11,Metro,Downtown,19.82,69.8,4,19.64,4.79,24.43,Card,Clear,Medium,2.3,0
TRIP-00334,2024-03-28,20,RideShare,Downtown,4.18,20.2,2,17.64,1.51,19.14,Cash,Rain,Low,2.9,0
TRIP-00335,2024-11-04,3,Taxi,Airport,5.74,15.5,1,32.24,0.97,33.22,Cash,Clear,Low,2.1,0
TRIP-00336,2024-04-03,18,Metro,Industrial,22.44,82.1,1,15.51,1.04,16.55,Mobile,Clear,Medium,3.2,0
TRIP-00337,2024-03-19,12,Taxi,Suburb,9.41,48.0,3,37.02,2.34,39.36,Card,Rain,Medium,3.4,0
TRIP-00338,2024-11-20,18,Metro,Suburb,6.84,22.4,2,4.88,0.09,4.97,Mobile,Clear,Low,0.3,0
TRIP-00339,2024-04-21,14,Taxi,Industrial,14.85,56.0,3,53.43,2.53,55.96,Card,Heat,Medium,2.3,0
TRIP-00340,2024-07-20,18,RideShare,Downtown,5.52,18.3,3,23.0,3.6,26.6,Card,Rain,Low,5.1,1
TRIP-00341,2024-03-20,12,Taxi,Airport,5.35,22.6,3,28.76,1.38,30.14,Mobile,Clear,Medium,3.9,0
TRIP-00342,2024-04-30,5,RideShare,Downtown,12.56,55.8,3,48.52,0.96,49.48,Mobile,Heat,High,1.4,0
TRIP-00343,2024-06-10,18,RideShare,Coastal,5.86,22.5,3,20.02,0.8,20.81,Cash,Clear,High,0.1,0
TRIP-00344,2024-09-29,0,Bus,Suburb,19.76,45.1,26,19.04,2.52,21.57,Mobile,Clear,Low,0.9,0
TRIP-00345,2024-10-28,16,Metro,Downtown,24.29,108.6,4,25.63,2.99,28.63,Card,Clear,High,0.2,0
TRIP-00346,2024-11-10,14,Metro,Downtown,11.03,46.0,3,10.89,1.83,12.72,Mobile,Heat,High,11.3,1
TRIP-00347,2024-11-30,18,RideShare,Industrial,9.74,46.5,2,31.92,1.24,33.16,Card,Clear,Medium,3.6,0
TRIP-00348,2024-08-29,12,Taxi,Industrial,7.08,36.2,2,25.76,3.33,29.09,Card,Clear,High,1.6,0
TRIP-00349,2024-09-17,0,Bus,Suburb,24.16,104.0,8,23.07,4.98,28.04,Card,Clear,Low,1.2,0
TRIP-00350,2024-01-10,12,Taxi,Downtown,6.04,21.8,1,26.89,2.27,29.16,Mobile,Clear,Low,1.7,0
TRIP-00351,2024-03-24,16,Metro,Coastal,15.13,89.9,1,16.67,1.56,18.23,Card,Clear,High,2.2,0
TRIP-00352,2024-06-10,10,Taxi,Industrial,11.8,33.8,2,43.31,0.85,44.16,Card,Rain,Medium,7.6,1
TRIP-00353,2024-04-03,20,Bus,Suburb,11.14,46.8,38,10.76,0.99,11.74,Card,Heat,Medium,0.7,0
TRIP-00354,2024-09-05,14,Bus,Suburb,7.04,18.3,21,7.17,1.13,8.3,Card,Rain,Low,3.9,0
TRIP-00355,2024-01-18,3,Bus,Coastal,3.82,8.9,18,3.74,1.81,5.55,Card,Clear,Low,2.2,0
TRIP-00356,2024-09-27,12,Bus,Coastal,21.86,47.2,15,21.47,0.13,21.59,Card,Clear,Low,1.2,0
TRIP-00357,2024-08-17,15,Metro,Suburb,8.67,29.8,1,7.16,2.39,9.54,Card,Clear,Low,0.8,0
TRIP-00358,2024-12-29,18,Metro,Airport,8.45,44.4,4,8.4,4.43,12.83,Card,Clear,High,9.5,1
TRIP-00359,2024-05-15,6,Bus,Airport,7.56,23.1,15,10.69,2.33,13.02,Card,Rain,Low,4.4,0
TRIP-00360,2024-02-03,20,Bus,Industrial,7.87,48.1,27,5.47,2.55,8.01,Card,Clear,High,1.2,0
TRIP-00361,2024-03-25,19,RideShare,Suburb,4.85,24.1,1,15.44,3.53,18.97,Mobile,Fog,Low,10.8,1
TRIP-00362,2024-09-25,4,Taxi,Downtown,7.26,31.2,2,32.05,4.87,36.93,Card,Clear,Medium,5.9,1
TRIP-00363,2024-01-01,23,Taxi,Downtown,17.68,105.1,1,81.77,1.3,83.07,Cash,Rain,High,4.7,0
TRIP-00364,2024-07-28,13,Taxi,Coastal,12.71,45.1,1,57.1,4.8,61.89,Card,Heat,Low,0.7,0
TRIP-00365,2024-06-02,22,Metro,Coastal,7.11,23.7,2,7.19,0.39,7.58,Cash,Rain,Low,5.0,0
TRIP-00366,2024-01-17,12,Bus,Coastal,10.21,49.0,42,9.58,2.22,11.8,Card,Heat,High,3.6,0
TRIP-00367,2024-06-04,6,Metro,Airport,8.21,22.8,4,7.48,2.88,10.36,Mobile,Fog,Low,5.9,1
TRIP-00368,2024-02-20,14,Metro,Industrial,8.34,40.4,1,4.45,4.78,9.23,Card,Rain,Low,2.3,0
TRIP-00369,2024-07-06,11,Taxi,Industrial,2.56,12.9,2,10.69,4.7,15.39,Card,Clear,High,2.5,0
TRIP-00370,2024-10-15,4,RideShare,Airport,1.91,6.1,2,12.59,3.59,16.18,Mobile,Clear,Medium,0.1,0
TRIP-00371,2024-07-24,23,Metro,Downtown,4.77,13.7,5,3.72,4.55,8.26,Card,Heat,Medium,1.2,0
TRIP-00372,2024-02-03,4,Taxi,Coastal,3.24,9.5,3,12.74,0.8,13.54,Cash,Clear,Low,4.0,0
TRIP-00373,2024-04-28,7,Bus,Downtown,25.98,64.7,22,33.52,0.3,33.81,Cash,Heat,Low,0.7,0
TRIP-00374,2024-08-21,7,Taxi,Suburb,3.52,15.0,1,12.66,0.18,12.85,Card,Clear,Medium,2.6,0
TRIP-00375,2024-12-01,4,Taxi,Suburb,9.61,45.1,2,36.22,2.0,38.22,Card,Rain,Medium,5.2,1
TRIP-00376,2024-05-23,11,Taxi,Suburb,7.7,28.7,2,29.36,0.63,29.99,Mobile,Clear,Low,1.8,0
TRIP-00377,2024-11-30,0,RideShare,Downtown,6.12,34.5,2,23.19,4.47,27.66,Card,Heat,High,2.1,0
TRIP-00378,2024-12-05,7,Bus,Industrial,37.21,120.0,14,33.62,0.19,33.81,Card,Clear,High,4.8,0
TRIP-00379,2024-10-05,12,Bus,Downtown,16.01,42.8,20,19.26,1.35,20.61,Card,Clear,Medium,0.2,0
TRIP-00380,2024-07-19,9,Metro,Industrial,6.69,25.0,3,4.5,1.01,5.51,Cash,Heat,Medium,3.0,0
TRIP-00381,2024-06-30,8,Bus,Downtown,17.09,65.0,32,18.01,1.82,19.83,Card,Clear,Medium,2.8,0
TRIP-00382,2024-10-20,2,RideShare,Suburb,24.73,117.5,2,78.77,3.01,81.78,Card,Clear,Medium,1.9,0
TRIP-00383,2024-07-28,6,Metro,Industrial,5.5,16.3,1,4.0,0.57,4.57,Cash,Heat,Low,0.6,0
TRIP-00384,2024-04-16,12,Bus,Downtown,10.03,47.4,34,11.3,2.54,13.84,Mobile,Fog,High,4.8,0
TRIP-00385,2024-01-20,21,Bus,Downtown,25.69,60.5,32,31.83,1.28,33.11,Mobile,Clear,Medium,4.2,0
TRIP-00386,2024-02-10,4,RideShare,Industrial,23.1,120.0,1,69.52,2.69,72.21,Card,Rain,High,6.7,1
TRIP-00387,2024-01-24,17,Metro,Downtown,17.17,66.3,5,19.72,0.93,20.64,Card,Clear,High,1.7,0
TRIP-00388,2024-10-13,19,RideShare,Downtown,8.86,19.8,2,35.16,0.35,35.5,Card,Clear,Low,1.2,0
TRIP-00389,2024-04-14,10,Taxi,Suburb,8.48,44.2,3,32.15,1.5,33.65,Cash,Rain,Medium,5.1,1
TRIP-00390,2024-11-29,12,RideShare,Coastal,3.94,18.2,1,14.14,0.18,14.31,Cash,Clear,Medium,3.4,0
TRIP-00391,2024-09-08,14,Metro,Suburb,11.77,42.5,3,9.14,2.8,11.94,Card,Clear,Medium,4.4,0
TRIP-00392,2024-05-19,7,Taxi,Airport,1.58,6.2,1,6.14,0.44,6.58,Mobile,Clear,High,0.9,0
TRIP-00393,2024-07-07,19,Bus,Coastal,20.91,68.9,44,24.15,3.1,27.25,Card,Heat,Low,7.8,1
TRIP-00394,2024-10-26,7,Metro,Suburb,8.78,25.1,5,10.06,3.85,13.91,Card,Rain,Medium,3.4,0
TRIP-00395,2024-08-09,12,Taxi,Airport,4.26,14.6,2,25.49,4.25,29.74,Card,Clear,High,2.4,0
TRIP-00396,2024-01-22,5,Bus,Airport,12.1,59.1,17,15.52,4.95,20.47,Card,Heat,High,0.5,0
TRIP-00397,2024-01-14,6,RideShare,Airport,7.04,33.4,2,34.66,1.87,36.53,Cash,Fog,Low,3.6,0
TRIP-00398,2024-05-05,9,Taxi,Airport,9.32,32.4,3,53.49,2.16,55.65,Card,Clear,High,0.3,0
TRIP-00399,2024-04-18,21,Bus,Suburb,19.17,70.2,22,21.26,3.56,24.82,Mobile,Heat,Low,4.9,0
TRIP-00400,2024-01-19,20,Bus,Downtown,10.94,33.5,25,12.05,0.69,12.74,Mobile,Clear,Medium,3.9,0
TRIP-00401,2024-12-07,1,Taxi,Suburb,7.73,16.3,3,32.65,3.09,35.74,Mobile,Clear,Low,0.7,0
TRIP-00402,2024-02-21,11,RideShare,Downtown,5.7,16.3,1,22.75,0.54,23.29,Cash,Clear,Medium,3.9,0
TRIP-00403,2024-12-22,19,Metro,Airport,10.99,23.5,3,12.11,3.33,15.44,Card,Clear,Low,0.9,0
TRIP-00404,2024-08-29,15,Taxi,Downtown,7.74,21.5,2,33.29,2.33,35.62,Card,Rain,Low,5.2,1
TRIP-00405,2024-12-02,16,RideShare,Suburb,9.16,31.5,3,29.49,1.27,30.76,Card,Rain,Medium,8.2,1
TRIP-00406,2024-07-28,20,RideShare,Industrial,11.31,42.5,3,34.92,3.85,38.77,Card,Heat,High,0.3,0
TRIP-00407,2024-10-20,5,Taxi,Airport,3.56,11.6,2,18.48,3.41,21.89,Mobile,Clear,Medium,2.4,0
TRIP-00408,2024-12-14,15,RideShare,Downtown,9.01,19.9,3,36.6,2.85,39.46,Card,Clear,Medium,2.1,0
TRIP-00409,2024-11-22,16,Taxi,Downtown,3.29,7.5,2,15.99,4.19,20.18,Card,Clear,Medium,0.4,0
TRIP-00410,2024-06-05,1,RideShare,Industrial,16.66,69.8,3,51.01,4.2,55.21,Card,Clear,Medium,3.8,0
TRIP-00411,2024-09-19,18,Metro,Downtown,13.43,53.6,2,12.01,1.21,13.22,Card,Heat,Low,1.6,0
TRIP-00412,2024-08-13,9,Metro,Industrial,12.07,39.9,2,9.26,0.44,9.7,Cash,Rain,Low,17.4,1
TRIP-00413,2024-08-21,9,Taxi,Airport,5.42,30.9,1,33.49,0.71,34.2,Cash,Fog,Medium,6.0,1
TRIP-00414,2024-11-13,4,RideShare,Downtown,7.05,31.9,2,26.53,0.57,27.1,Card,Rain,High,6.3,1
TRIP-00415,2024-09-05,17,Taxi,Industrial,4.26,15.9,3,12.56,3.23,15.79,Card,Clear,Low,3.2,0
TRIP-00416,2024-04-12,8,Taxi,Suburb,7.22,24.2,2,26.74,3.77,30.52,Mobile,Clear,Medium,3.6,0
TRIP-00417,2024-11-19,15,Taxi,Downtown,10.12,42.2,1,45.53,1.94,47.47,Card,Clear,High,0.7,0
TRIP-00418,2024-10-23,14,Metro,Coastal,9.52,45.5,4,6.21,1.41,7.63,Cash,Fog,High,9.7,1
TRIP-00419,2024-11-24,21,Taxi,Downtown,3.48,8.8,1,16.69,0.59,17.27,Cash,Clear,Low,0.2,0
TRIP-00420,2024-09-04,3,RideShare,Airport,12.81,67.9,2,60.3,4.27,64.57,Card,Clear,High,0.0,0
TRIP-00421,2024-04-05,3,Metro,Airport,10.1,26.4,4,10.14,0.34,10.48,Cash,Rain,Medium,8.0,1
TRIP-00422,2024-11-24,9,Taxi,Suburb,6.45,29.4,2,25.63,1.04,26.67,Cash,Clear,Medium,5.0,0
TRIP-00423,2024-04-22,6,Taxi,Industrial,7.1,27.4,3,27.46,4.93,32.39,Card,Clear,High,8.6,1
TRIP-00424,2024-10-28,15,Taxi,Downtown,7.07,22.0,2,36.54,0.73,37.27,Card,Clear,Low,2.3,0
